40201100,1,0,Programming,3,Malak Ziyad Mahmoud Fraihat,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40303130
40201100,2,0,Programming,3,Malak Ziyad Mahmoud Fraihat,"10,00 - 11,30 ح ر / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40303130
40201100,3,0,Programming,3,Mohammad Noor-Aldeen Badri Alkhateeb,"13,00 - 14,30 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40303130
40201100,4,0,Programming,3,Suhaib Gazi Khattar Al-Obeidallah,"14,30 - 16,00 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130
40201100,5,0,Programming,3,Hana' Zaid Abdul Karim Al Rashid,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,6,0,Programming,3,Lina Hammad,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,7,0,Programming,3,Lina Hammad,"11,30 - 13,00 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,8,0,Programming,3,Huthaifa Abdelhameed Ibrahim Al Omari,"13,00 - 14,30 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,9,0,Programming,3,Hikmat Yahia Hikmat Ahmad Shehadeh,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,10,0,Programming,3,Mo'tasem Khairi Mohammad Sammarah,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,11,0,Programming,3,Mo'tasem Khairi Mohammad Sammarah,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,12,0,Programming,3,Hikmat Yahia Hikmat Ahmad Shehadeh,"13,00 - 14,30 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130
40201100,13,0,Programming,3,Malak Ziyad Mahmoud Fraihat,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40303130
40201100,14,0,Programming,3,Sawsan Al-Odibat,"10,00 - 11,30 ن خ / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40303130
201160,1,0,Creative Games Development,3,Nour Khrais,"14,30 - 17,30 س / ** Blended 1 hours",
40201200,1,0,Advanced Programming,3,Sultan Mahmoud Ahmad Alrushdan,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100
40201200,2,0,Advanced Programming,3,Sultan Mahmoud Ahmad Alrushdan,"13,00 - 14,30 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100
40201200,3,0,Advanced Programming,3,Malek Adnan Mohammad Al Louzi,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201100
40201200,4,0,Advanced Programming,3,Malek Adnan Mohammad Al Louzi,"11,30 - 13,00 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100
40201200,6,0,Advanced Programming,3,Sultan Mahmoud Ahmad Alrushdan,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100
40201201,1,0,Data Structures & Algorithms,3,Balqis Mohammad Khalaf Aldabaibeh,"10,00 - 11,30 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40201100
40201201,2,0,Data Structures & Algorithms,3,Ashraf Mohammad Saleem Al-Smadi,"16,00 - 17,30 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100
40201201,3,0,Data Structures & Algorithms,3,Balqis Mohammad Khalaf Aldabaibeh,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100
40201201,4,0,Data Structures & Algorithms,3,Balqis Mohammad Khalaf Aldabaibeh,"11,30 - 13,00 ن خ / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40201100
40201201,5,0,Data Structures & Algorithms,3,Mo'tasem Khairi Mohammad Sammarah,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40201100
40201201,7,0,Data Structures & Algorithms,3,Razan Atallah Mustafa Al Quran,"13,00 - 14,30 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40201100
40201201,8,0,Data Structures & Algorithms,3,Razan Atallah Mustafa Al Quran,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40201100
40201220,1,0,Software Development Lifecycles,3,Ashwaq Raed Mashal Khalil,"11,30 - 13,00 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40201100
40201220,2,0,Software Development Lifecycles,3,Salem Ayed Hasan Alemaishat,"13,00 - 14,30 ن خ / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201100
40201220,3,0,Software Development Lifecycles,3,Ashwaq Raed Mashal Khalil,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201100
40201260,3,0,Website Design & Development,3,Orwa Mohammad Khalaf Aladaileh,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",40201100
40201260,4,0,Website Design & Development,3,Asma Mohammad Ahmad Sabbah,"13,00 - 14,30 س ث / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",40201100
40201261,1,0,Prototyping,3,Hana' Zaid Abdul Karim Al Rashid,"08,30 - 10,00 ح ر / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",40201220
40201261,2,0,Prototyping,3,Razan Atallah Mustafa Al Quran,"14,30 - 16,00 ح ر / المركز الهندي الأردني IJC-02 ** Blended 1 hours",40201220
40201261,3,0,Prototyping,3,Hana' Zaid Abdul Karim Al Rashid,"13,00 - 14,30 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",40201220
40201261,4,0,Prototyping,3,Sawsan Al-Odibat,"14,30 - 16,00 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",40201220
40201261,6,0,Prototyping,3,Ashwaq Raed Mashal Khalil,"11,30 - 13,00 س ث / ** Blended 1 hours",40201220
201263,1,0,Advanced Scripting for Games,3,Ali Hani Yasin Al-Shami,"11,30 - 14,30 خ / ** Blended 1 hours",
201264,1,0,Immersive Technology Development,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ر / ** Blended 1 hours",
201270,1,0,Special Topics in Game Development,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ن / ** Blended 1 hours",
40201290,1,0,Planning a Computing Project,4,Balqis Mohammad Khalaf Aldabaibeh,"11,30 - 13,00 ح ر / المركز الهندي الأردني IJC-01 ** Blended 1 hours",40302211
40201290,2,0,Planning a Computing Project,4,Nayef Mohammad Salameh Abu Aqeel,"14,30 - 16,00 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40302211
40201290,3,0,Planning a Computing Project,4,Rawaah Qoraan,"08,30 - 10,00 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",40302211
40201290,4,0,Planning a Computing Project,4,Aseel Mousa Eshtaiwi Abuhaq,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40302211
40201290,5,0,Planning a Computing Project,4,Nayef Mohammad Salameh Abu Aqeel,"13,00 - 14,30 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40302211
40201320,1,0,ERP Systems,3,Mohammad Husni Najib Yahia,"08,30 - 10,00 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40201360
40201320,2,0,ERP Systems,3,Salem Ayed Hasan Alemaishat,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201360
40201320,3,0,ERP Systems,3,Salem Ayed Hasan Alemaishat,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40201360
40201320,4,0,ERP Systems,3,Hala Mahmoud Saleh Alkhasoneh,"13,00 - 14,30 ن خ / المركز الهندي الأردني IJC-01 ** Blended 1 hours",40201360
40201321,1,0,Systems Analysis & Design,3,Orwa Mohammad Khalaf Aladaileh,"08,30 - 10,00 ح ر / المركز الهندي الأردني IJC-02 ** Blended 1 hours",40201220
40201321,2,0,Systems Analysis & Design,3,Ashaar Abdelwahab Daej Alkhamaiseh,"11,30 - 13,00 ح ر / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",40201220
40201321,3,0,Systems Analysis & Design,3,Ashaar Abdelwahab Daej Alkhamaiseh,"10,00 - 11,30 ن خ / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40201220
40201321,4,0,Systems Analysis & Design,3,Orwa Mohammad Khalaf Aladaileh,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201220
40201341,1,0,Operating Systems,3,Malek Adnan Mohammad Al Louzi,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40201201
40201341,2,0,Operating Systems,3,Elham Mahmoud Awad Derbas,"13,00 - 14,30 ح ر / المركز الهندي الأردني IJC-02 ** Blended 1 hours",40201201
40201341,3,0,Operating Systems,3,Elham Mahmoud Awad Derbas,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40201201
40201341,4,0,Operating Systems,3,Nayef Mohammad Salameh Abu Aqeel,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40201201
40201341,5,0,Operating Systems,3,Sultan Mahmoud Ahmad Alrushdan,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201201
40201362,1,0,Games Engine & Scripting,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ح / ** Blended 1 hours",40201100
40201362,2,0,Games Engine & Scripting,3,Dania Adnan Ismail Alsa`Id,"11,30 - 14,30 ن / ** Blended 1 hours",40201100
40201362,3,0,Games Engine & Scripting,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ث / ** Blended 1 hours",40201100
201391,1,0,Computing Research Project,6,Islam Yaser Abelqader Alomari,"13,00 - 14,30 ر / ONLINE ONLINE ** 13,00 - 14,30 ح / ONLINE ** Blended 3 hours",40201290
201391,2,0,Computing Research Project,6,Nayef Mohammad Salameh Abu Aqeel,"13,00 - 14,30 ح / ONLINE ONLINE ** 13,00 - 14,30 ر / ONLINE ** Blended 3 hours",40201290
201391,3,0,Computing Research Project,6,Samir Yacoub Mufid Tartir,"10,00 - 11,30 خ / ONLINE ONLINE ** 10,00 - 11,30 ن / ONLINE ** Blended 3 hours",40201290
201391,4,0,Computing Research Project,6,Islam Yaser Abelqader Alomari,"10,00 - 11,30 ن / ONLINE ONLINE ** 10,00 - 11,30 خ / ONLINE ** Blended 3 hours",40201290
201391,5,0,Computing Research Project,6,Fadia Sami Nu`man Ala`eddin,"10,00 - 11,30 ث / المركز الهندي الأردني IJC-01 ** 10,00 - 11,30 س / المركز الهندي الأردني ONLINE ** Blended 3 hours",40201290
201391,6,0,Computing Research Project,6,Fadia Sami Nu`man Ala`eddin,"13,00 - 14,30 س / ONLINE ONLINE ** 13,00 - 14,30 ث / ONLINE W-B07 ** Blended 3 hours",40201290
201391,7,0,Computing Research Project,6,Rawaah Qoraan,"14,30 - 16,00 خ / ONLINE ONLINE ** 14,30 - 16,00 ن / ONLINE S-208 ** Blended 3 hours",40201290
201391,8,0,Computing Research Project,6,Asmaa Shukry Yousef Lafi,"14,30 - 16,00 ن / ONLINE ONLINE ** 14,30 - 16,00 خ / ONLINE S-208 ** Blended 3 hours",40201290
30201401,1,0,Database Programming,3,Samir Yacoub Mufid Tartir,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",10204282 و 40201201
40201430,1,0,Database Programing,3,Samir Yacoub Mufid Tartir,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",10204282 و 40201201
40201430,2,0,Database Programing,3,Samir Yacoub Mufid Tartir,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",10204282 و 40201201
40201440,1,0,Systems Programing,3,Sultan Mahmoud Ahmad Alrushdan,"10,00 - 11,30 ح ر / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40201341
40201440,2,0,Systems Programing,3,Samer Adnan Abdullah Suleiman,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40201341
40201440,3,0,Systems Programing,3,Samer Adnan Abdullah Suleiman,"11,30 - 13,00 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40201341
40201441,1,0,Internet of Things,3,Murad Almunther Ikrema Yaghi,"16,00 - 17,30 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",10203180 و 40201341
40201441,2,0,Internet of Things,3,Ibrahim Abed Alfattah Mohammad Ghanem,"14,30 - 16,00 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",10203180 و 40201341
40201450,1,0,Cloud Computing,3,Yazan Abdelrazzak Mohammad Alshannik,"14,30 - 16,00 ح ر / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",10203180 و 40201341
40201450,2,0,Cloud Computing,3,Yazan Abdelrazzak Mohammad Alshannik,"14,30 - 16,00 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",10203180 و 40201341
40201470,2,0,Special Topics,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ر / ** Blended 1 hours",
201471,1,0,Special Topics in Computer Science 1,3,Razan Atallah Mustafa Al Quran,"13,00 - 14,30 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",75
201472,1,0,Special Topics in Computer Science 2,3,Orwa Mohammad Khalaf Aladaileh,"11,30 - 13,00 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",75
201473,1,0,Special Topics in Computer Science 3,3,Elham Mahmoud Awad Derbas,"10,00 - 11,30 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",75
30201480,1,0,Advanced Computer Architecture,3,Reem Moshrif Mohammad Bani Hani,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",
30201480,3,0,Advanced Computer Architecture,3,Huthaifa Abdelhameed Ibrahim Al Omari,"16,00 - 17,30 ن خ / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",
30202432,1,0,Bioinformatics,3,Rami Ratib Musa Al-Ouran,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",
30202452,1,0,Internet of Things,3,Murad Almunther Ikrema Yaghi,"16,00 - 17,30 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",10203180 و 40201341
30202452,2,0,Internet of Things,3,Ibrahim Abed Alfattah Mohammad Ghanem,"14,30 - 16,00 ث / المبنى الجنوبي الجديد S-212 ** 14,30 - 16,00 س / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",10203180 و 40201341
10203180,1,0,Networking,3,Asmaa Shukry Yousef Lafi,"08,30 - 10,00 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130
